symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
GER,Công ty Cổ phần Thể thao Ngôi sao Geru,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
PTG,Công ty Cổ phần May Xuất Khẩu Phan Thiết,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
HAD,Công ty Cổ phần Bia Hà Nội - Hải Dương,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HHN,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
AMS,Công ty Cổ phần Cơ khí Xây dựng AMECC,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
FTS,Công ty Cổ phần Chứng khoán FPT,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HEV,Công ty Cổ phần Sách Đại học - Dạy nghề,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
L14,Công ty Cổ phần Licogi 14,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DTA,Công ty Cổ phần Đệ Tam,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MEF,Công ty Cổ phần MEINFA,Thiết bị và Dịch vụ Y tế,Y tế,Dụng cụ y tế,CT,4000,4500,4530,4537
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DDM,Công ty Cổ phần Hàng hải Đông Đô,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HPX,Công ty Cổ phần Đầu tư Hải Phát,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PTH,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
TVH,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
LGL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NAW,Công ty Cổ phần Cấp nước Nghệ An,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
FID,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
HPW,Công ty Cổ phần Cấp nước Hải Phòng,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
PTP,Công ty Cổ phần PTP,Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
NAV,Công ty Cổ phần Nam Việt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CTD,Công ty Cổ phần Xây dựng Coteccons,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PTL,Công ty Cổ phần Victory Group,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
M10,Tổng công ty May 10 - Công ty Cổ phần,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
MRF,Công ty Cổ phần MERUFA,Thiết bị và Dịch vụ Y tế,Y tế,Thiết bị y tế,CT,4000,4500,4530,4535
FCM,Công ty Cổ phần Khoáng sản FECON,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HNM,Công ty Cổ phần Sữa Hà Nội,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
DXP,Công ty Cổ phần Cảng Đoạn Xá,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HLA,Công ty Cổ phần Hữu Liên Á Châu,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,Sản xuất Dầu khí,Dầu khí,Sản xuất và Khai thác dầu khí,CT,0001,0500,0530,0533
PSN,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HDP,Công ty Cổ phần Dược Hà Tĩnh,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
HDB,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
PTX,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HFC,Công ty Cổ phần Xăng dầu HFC,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
HOM,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
NQT,Công ty Cổ phần Nước sạch Quảng Trị,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
PTT,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
LDW,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HRB,Công ty Cổ phần Harec Đầu tư và Thương Mại,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MEL,Công ty Cổ phần Thép Mê Lin,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HDS,Công ty Cổ phần Giống cây trồng Hải Dương,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
NWT,Công ty Cổ phần Vận tải Newway,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DAT,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
GEE,Công ty Cổ phần Điện lực Gelex,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
OGC,Công ty Cổ phần Tập đoàn Đại Dương,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
DCL,Công ty Cổ phần Dược phẩm Cửu Long,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
BMN,Công ty Cổ phần 715,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CYC,Công ty Cổ phần Gạch men Chang Yih,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
MSB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
DHP,Công ty Cổ phần Điện cơ Hải Phòng,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
PDN,Công ty Cổ phần Cảng Đồng Nai,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
MES,Công ty Cổ phần Cơ điện Công trình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PTV,Công ty Cổ phần Thương mại Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
PEN,Công ty Cổ phần Xây lắp III Petrolimex,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HKB,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
NTF,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
PC1,Công ty Cổ phần Tập đoàn PC1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PGN,Công ty Cổ phần Phụ Gia Nhựa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
PGT,Công ty Cổ phần PGT Holdings,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
PHH,Công ty Cổ phần Hồng Hà Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GKM,Công ty Cổ phần GKM Holdings,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PGI,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
KHD,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
HID,Công ty Cổ phần Halcom Vietnam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
PLC,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
HNP,Công ty Cổ phần Hanel Xốp Nhựa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
PVM,Công ty Cổ phần Máy - Thiết bị Dầu khí,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PLO,Công ty Cổ phần Kho vận Petec,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
L61,Công ty Cổ phần Lilama 69-1,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
LAW,Công ty Cổ phần Cấp thoát nước Long An,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HOT,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
HNR,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội,Bia và đồ uống,Thực phẩm và đồ uống,Vang & Rượu mạnh,CT,3000,3500,3530,3535
PSL,Công ty Cổ phần Chăn nuôi Phú Sơn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
PVE,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
HU3,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LG9,Công ty Cổ phần Cơ giới và Xây lắp số 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GCB,Công ty Cổ phần PETEC Bình Định,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
LDG,Công ty Cổ phần Đầu tư LDG,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
KMR,Công ty Cổ phần Mirae,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HD2,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
PHR,Công ty Cổ phần Cao su Phước Hòa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
IDV,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
PSW,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
KHS,Công ty Cổ phần Kiên Hùng,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
IDC,Tổng Công ty IDICO - CTCP,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
PVB,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
PRE,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội,Bảo hiểm phi nhân thọ,Bảo hiểm,Tái bảo hiểm,BH,8000,8500,8530,8538
PVL,Công ty Cổ phần Đầu tư Nhà Đất Việt,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
NDW,Công ty Cổ phần Cấp nước Nam Định,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Phân phối thực phẩm & dược phẩm,Bán lẻ,Phân phối thực phẩm,CT,5000,5300,5330,5337
HVG,Công ty Cổ phần Hùng Vương,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
FRT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
NAF,Công ty Cổ phần Nafoods Group,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
IRC,Công ty Cổ phần Cao su Công nghiệp,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
PVH,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LUT,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
LGC,Công ty Cổ phần Đầu tư Cầu đường CII,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HDA,Công ty Cổ phần Hãng sơn Đông Á,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Dầu khí,Thiết bị và Dịch vụ Dầu khí,CT,0001,0500,0570,0573
PMT,Công ty Cổ phần Viễn thông Telvina Việt Nam,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
POM,Công ty Cổ phần Thép Pomina,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
PXL,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HWS,Công ty Cổ phần Cấp nước Huế,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
PVI,Công ty Cổ phần PVI,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
L45,Công ty Cổ phần Lilama 45.1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
MTG,Công ty Cổ phần MT Gas,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
L10,Công ty Cổ phần Lilama 10,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
NKG,Công ty Cổ phần Thép Nam Kim,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
PWS,Công ty Cổ phần Cấp thoát nước Phú Yên,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
KTC,Công ty Cổ phần Thương mại Kiên Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
HAM,Công ty Cổ phần Vật tư Hậu Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
