id,officer_name,officer_position,position_short_name,update_date,officer_own_percent,quantity,symbol
3,Nguyễn Thị Thu Hiền,Thành viên Ban kiểm soát,TV BKS,2016-07-22,0.0,0,TTF
4,Nguyễn Quang Trung,Trưởng Ban kiểm soát,Trưởng BKS,2016-07-25,0.0,0,TTF
5,Nguyễn Văn Ngọc,Phụ trách Công bố thông tin,Phụ trách CBTT,2017-06-02,0.0,0,TTF
6,Mai Thanh Bình,Giám đốc Tài chính,GĐ Tài chính,2019-11-04,0.0,0,TTF
5,LÊ THỊ HẠNH,Thành viên Ban kiểm soát,TV BKS,2025-02-10,0.0803393,2288900,TTE
2,ĐINH XUÂN HOÀNG,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-10,0.0459003,1307719,TTE
3,Trần Văn Hải,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-10,0.0438744,1250000,TTE
7,Nguyễn Thị Như Hoa,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-10,0.0,0,TTE
8,Hoàng Minh Sang,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-10,0.0,0,TTE
1,Lê Quốc Anh,Thành viên Ban kiểm soát,TV BKS,2020-08-03,0.0,0,TTE
9,HOÀNG HỮU ĐIỀN,Kế toán trưởng,Kế toán trưởng,2025-02-10,0.0,0,TTE
4,LÊ THỊ THU HƯỜNG,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2025-02-10,0.0,0,TTE
6,NGUYỄN VĂN QUÂN,Tổng Giám đốc/Người phụ trách quản trị công ty/Thành viên Hội đồng Quản trị độc lập,TGĐ/Người phụ trách quản trị công ty/Thành viên HĐQT độc lập,2025-02-10,0.0,0,TTE
5,Phạm Anh Dũng,Thành viên Hội đồng Quản trị,TV HĐQT,2025-01-20,0.0378086,588000,TTD
6,Phạm Bích Xuân,Thành viên Hội đồng Quản trị,TV HĐQT,2025-01-20,0.0225051,350000,TTD
3,Nguyễn Ngọc Chiếu,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-01-20,0.0077161,120000,TTD
1,Thân Thị Thu Vân,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2022-01-17,0.0064,100000,TTD
10,Tôn Thất Minh,Giám đốc,GĐ,2025-01-20,0.0050797,79000,TTD
8,Bùi Thúy Kiều,Thành viên Ban kiểm soát,TV BKS,2025-01-20,0.0042438,66000,TTD
11,Phan Thị Thanh Nga,Kế toán trưởng/Giám đốc Tài chính,Kế toán trưởng/GĐ Tài chính,2025-01-20,0.0031507,49000,TTD
4,Chu Trọng Hiệp,Thành viên Hội đồng Quản trị,TV HĐQT,2025-01-20,0.0023148,36000,TTD
2,Nguyễn Nhị Phương,Thành viên Ban kiểm soát,TV BKS,2023-01-10,0.00077,12000,TTD
7,Vương Thị Quỳnh Anh,Trưởng Ban kiểm soát,Trưởng BKS,2025-01-20,0.0003215,5000,TTD
9,Đỗ Văn Bửu Đan,Tổng Giám đốc,TGĐ,2025-01-20,0.0002045,3180,TTD
3,TRẦN HƯNG LƯƠNG,Phó Chủ tịch Hội đồng Quản trị/Tổng Giám đốc,Phó Chủ tịch HĐQT/TGĐ,2025-02-17,0.0024156,14350,TTC
4,Võ Thị Thu Thủy,Kế toán trưởng/Thành viên Hội đồng Quản trị,Kế toán trưởng/TV HĐQT,2025-02-17,0.002,11000,TTC
8,Lê Xuân Thái,Phó Tổng Giám đốc,Phó TGĐ,2025-02-17,0.0006,3791,TTC
5,Nguyễn Thừa Vũ,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.00035,2087,TTC
1,Ngô Xuân Chính,Thành viên Hội đồng Quản trị,TV HĐQT,2020-12-21,0.0,0,TTC
9,Phạm Việt Thắng,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-20,0.0,0,TTC
2,Cao Trường Thụ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2021-01-04,0.0,0,TTC
6,Lê Nguyễn Quốc Trung,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,TTC
7,Đào Quang Sơn,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-17,0.0,0,TTC
4,Trần Thanh Hà,Kế toán trưởng,Kế toán trưởng,2023-09-15,0.0405,4110000,TTB
5,Dương Thị Vân,Trưởng Ban kiểm soát,Trưởng BKS,2024-08-02,0.0405,4110101,TTB
8,Phùng Văn Bộ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-09-24,0.016,1623311,TTB
7,Dương Diễm Hằng,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2024-09-24,0.0098513,1000000,TTB
6,Phùng Thị Nam,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2024-09-19,0.0051069,518403,TTB
3,Thân Thị Thu Thủy,Thành viên Ban kiểm soát,TV BKS,2023-02-13,0.0014,146564,TTB
9,Phùng Văn Thái,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2025-02-12,0.0,0,TTB
2,Hoang D.Quan,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2020-07-02,0.0,0,TTB
1,Trần Thị Thịnh,Thành viên Ban kiểm soát,TV BKS,2018-05-09,0.0,0,TTB
2,Nguyễn Thị Ngọc,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-06,0.1162987,19777478,TTA
11,Trần Huy Thiệu,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-03-27,0.0471,8019565,TTA
4,Nguyễn Duy Hưng,Phó Chủ tịch Hội đồng Quản trị/Tổng Giám đốc,Phó Chủ tịch HĐQT/TGĐ,2025-02-06,0.0150003,2550916,TTA
3,Nguyễn Thanh Hà,Thành viên Hội đồng Quản trị/Phó Giám đốc,TV HĐQT/Phó GĐ,2025-02-06,0.0150003,2550916,TTA
5,Nguyễn Văn Trường,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2025-02-06,3.7e-06,629,TTA
10,Trần Huyền Trang,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-02-06,0.0,0,TTA
1,Nguyễn Duy Viễn,Thành viên Hội đồng Quản trị,TV HĐQT,2023-04-27,0.0,0,TTA
12,Vũ Xuân Hiểu,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2025-04-15,0.0,0,TTA
6,Nguyễn Dũng Hoàng,Kế toán trưởng,Kế toán trưởng,2025-02-06,0.0,0,TTA
7,Thành Hồng Thắm,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0,0,TTA
8,Hà  Huyền Trang,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0,0,TTA
9,Kiều  Thị Mỹ Hạnh,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0,0,TTA
9,Nguyễn Xuân Hiển,Thành viên Hội đồng Quản trị,TV HĐQT,2024-09-04,0.0815,391400,TST
2,Đặng Đức Khôi,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2016-05-04,0.0,0,TST
3,Phan Sỹ Kiên,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2016-09-22,0.0,0,TST
4,Đặng Quang Trung,Phó Tổng Giám đốc,Phó TGĐ,2016-12-28,0.0,0,TST
5,Nguyễn Thanh Hải,Thành viên Hội đồng Quản trị,TV HĐQT,2020-01-16,0.0,0,TST
6,Nguyễn Ngọc Quân,Thành viên Ban kiểm soát,TV BKS,2022-08-26,0.0,0,TST
7,Phan Thị Phương Dung,Thành viên Ban kiểm soát,TV BKS,2022-08-26,0.0,0,TST
8,Trần Thị Thanh Bình,Phụ trách Công bố thông tin,Phụ trách CBTT,2023-03-02,0.0,0,TST
10,Lê Anh Toàn,Phó Tổng Giám đốc,Phó TGĐ,2024-10-15,0.0,0,TST
1,Phạm Nhật Quang,Kế toán trưởng/Thành viên Ban kiểm soát,Kế toán trưởng/TV BKS,2015-09-14,0.0,0,TST
11,Lâm Vũ Hoàng Tùng,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2025-02-28,0.0,0,TST
2,Vũ Hoài Châu,Phó Tổng Giám đốc,Phó TGĐ,2025-02-07,7.89e-05,5900,TSJ
3,Trịnh Minh Tú,Phó Tổng Giám đốc,Phó TGĐ,2025-02-07,2.54e-05,1900,TSJ
4,Trần Xuân Sơn,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-07,1.74e-05,1300,TSJ
7,Nguyễn Kim Hà,Tổng Giám đốc,TGĐ,2025-02-07,0.0,0,TSJ
8,Nguyễn Thanh Tuyền,Thành viên Ban kiểm soát,TV BKS,2025-02-07,0.0,0,TSJ
9,Nguyễn Mạnh Hùng,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-07,0.0,0,TSJ
10,Nguyễn Minh Chung,Phụ trách Công bố thông tin/Chủ tịch Hội đồng Quản trị,Phụ trách CBTT/Chủ tịch HĐQT,2025-02-07,0.0,0,TSJ
11,Tạ Ngọc Lẫm,Kế toán trưởng,Kế toán trưởng,2025-02-17,0.0,0,TSJ
1,Nguyễn Thị Hiền,Thành viên Ban kiểm soát,TV BKS,2023-04-26,0.0,0,TSJ
12,Nguyễn Thị Nga,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2025-04-16,0.0,0,TSJ
5,Vũ Thị Quỳnh Trang,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-07,0.0,0,TSJ
6,Lê Thanh Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-07,0.0,0,TSJ
5,Uông Nhật Phương,Phó Giám đốc/Chủ tịch Hội đồng Quản trị,Phó GĐ/Chủ tịch HĐQT,2025-03-17,0.0193,62897,TSG
4,Phạm Văn Dũng,Thành viên Hội đồng Quản trị/Giám đốc,TV HĐQT/GĐ,2024-08-20,0.0119,36500,TSG
2,Lê Đức Dũng,Thành viên Hội đồng Quản trị,TV HĐQT,2024-01-30,0.0064,19700,TSG
3,Dương Ngọc Thắng,Phó Giám đốc,Phó GĐ,2024-01-30,0.0047,14400,TSG
6,Đàm Ngọc Mẫn,Phó Giám đốc,Phó GĐ,2025-03-17,0.0044,13700,TSG
7,Nguyễn Thị Lý Bá,Thành viên Ban kiểm soát,TV BKS,2025-03-17,0.0027,7500,TSG
1,Đỗ Đức Toan,Kế toán trưởng,Kế toán trưởng,2022-06-08,0.0016,5000,TSG
8,Trần Thị Ánh Hoa,Phụ trách Công bố thông tin/Trưởng Ban kiểm soát,Phụ trách CBTT/Trưởng BKS,2025-03-17,0.0013,3900,TSG
9,Nguyễn Văn Dũng,Thành viên Ban kiểm soát,TV BKS,2025-03-17,0.0004,1200,TSG
1,Hồ Sỹ Thắng,Kế toán trưởng,Kế toán trưởng,2018-01-09,0.0167,21710,TSD
2,Nguyễn Trung Hòa,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2019-05-28,0.0,0,TSD
3,Phạm Văn Long,Thành viên Ban kiểm soát,TV BKS,2023-02-03,0.0,0,TSD
4,Trần Xuân Hòa,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2024-03-22,0.0,0,TSD
5,Thiều Thị Yến,Trưởng Ban kiểm soát,Trưởng BKS,2024-03-22,0.0,0,TSD
6,Phạm Thị Phương Loan,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-21,0.0,0,TSD
7,Nguyễn Minh Khánh,Phụ trách Công bố thông tin/Người phụ trách quản trị công ty,Phụ trách CBTT/Người phụ trách quản trị công ty,2025-02-21,0.0,0,TSD
8,Nguyễn Thị Hiền,Thành viên Ban kiểm soát,TV BKS,2025-02-21,0.0,0,TSD
1,Nguyễn Thị Trang,Kế toán trưởng,Kế toán trưởng,2017-01-25,0.0,0,TSC
2,Phan Minh Sáng,Phó Chủ tịch Hội đồng Quản trị/Tổng Giám đốc,Phó Chủ tịch HĐQT/TGĐ,2019-04-22,0.0,0,TSC
3,Tưởng Thị Thu Hạnh,Thành viên Hội đồng Quản trị,TV HĐQT,2019-04-22,0.0,0,TSC
4,Đỗ Thế Cao,Thành viên Hội đồng Quản trị,TV HĐQT,2020-06-22,0.0,0,TSC
5,Trần Thị Minh Phương,Thành viên Ban kiểm soát,TV BKS,2020-06-22,0.0,0,TSC
6,Nguyễn Thị Hồng Anh,Thành viên Ban kiểm soát,TV BKS,2021-07-14,0.0,0,TSC
7,Bùi Thanh Hương,Thành viên Hội đồng Quản trị,TV HĐQT,2024-04-26,0.0,0,TSC
8,Nguyễn Thị Minh Nguyệt,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-12,0.0,0,TSC
9,Nguyễn Anh Tuấn,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-12,0.0,0,TSC
10,Bùi Hồng Hạnh,Phụ trách Công bố thông tin/Người phụ trách quản trị công ty,Phụ trách CBTT/Người phụ trách quản trị công ty,2025-02-12,0.0,0,TSC
3,Ma Thịnh Dương,Thành viên Hội đồng Quản trị,TV HĐQT,2023-03-10,0.0077,51786,TSB
1,Bùi Thị Thúy,Phụ trách Công bố thông tin,Phụ trách CBTT,2015-09-14,0.0056334,38000,TSB
10,Đoàn Văn Quang,Người phụ trách quản trị công ty/Phụ trách Công bố thông tin/Phó Tổng Giám đốc,Người phụ trách quản trị công ty/Phụ trách CBTT/Phó TGĐ,2025-02-13,0.003,20006,TSB
2,Lê Đăng Hòa,Thành viên Hội đồng Quản trị,TV HĐQT,2018-05-10,0.0024,16398,TSB
9,Lương Văn Tuyến,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-02-13,0.00148,10000,TSB
8,Nguyễn Thị Thanh Hà,Kế toán trưởng,Kế toán trưởng,2025-02-11,0.00081536,5500,TSB
11,Vũ Thu Hiền,Thành viên Ban kiểm soát,TV BKS,2025-02-13,0.0,0,TSB
4,Ngô Quang Huy,Thành viên Hội đồng Quản trị,TV HĐQT,2023-03-10,0.0,0,TSB
5,Nguyễn Xuân Bắc,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2023-03-10,0.0,0,TSB
6,Vũ Thanh Thủy,Thành viên Ban kiểm soát,TV BKS,2023-03-10,0.0,0,TSB
7,Trần Quang Huy,Trưởng Ban kiểm soát,Trưởng BKS,2023-03-10,0.0,0,TSB
6,Nguyễn Văn Lực,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-21,0.2482,4011456,TS4
1,Nguyễn Thị Ngọc Ánh,Thành viên Hội đồng Quản trị,TV HĐQT,2017-06-16,0.049,792100,TS4
8,Đỗ Thanh Nga,Phụ trách Công bố thông tin/Phó Tổng Giám đốc,Phụ trách CBTT/Phó TGĐ,2025-02-21,0.049,790760,TS4
7,Phạm Thị Thu Hiền,Người phụ trách quản trị công ty/Thành viên Ban kiểm soát,Người phụ trách quản trị công ty/TV BKS,2025-02-21,0.00152,24400,TS4
9,PHAN THANH TÂM,Tổng Giám đốc,TGĐ,2025-02-21,3.1e-05,500,TS4
5,Lê Vĩnh Hòa,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2025-02-21,0.0,0,TS4
4,Nguyễn Ngọc Đoan Trang,Trưởng Ban kiểm soát,Trưởng BKS,2024-01-30,0.0,0,TS4
3,Nguyễn Tấn Phong,Phó Giám đốc,Phó GĐ,2023-02-02,0.0,5,TS4
2,Vũ Thị Hồng Gấm,Thành viên Ban kiểm soát,TV BKS,2023-01-19,0.0,0,TS4
6,Ngô Văn Hoàn,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2024-02-22,0.0094,36100,TS3
4,Phạm Phú Đại,Thành viên Ban kiểm soát,TV BKS,2023-06-30,0.0042,16110,TS3
9,Bùi Xuân Chiến,Thành viên Hội đồng Quản trị/Kế toán trưởng,TV HĐQT/Kế toán trưởng,2025-02-21,0.0041,6800,TS3
8,Vũ Đức Dũng,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-21,0.0034,13000,TS3
5,Phạm Văn Sơn,Trưởng Ban kiểm soát,Trưởng BKS,2023-06-30,0.0024,9100,TS3
7,Hoàng Việt Dũng,Phó Giám đốc/Người phụ trách quản trị công ty,Phó GĐ/Người phụ trách quản trị công ty,2024-04-16,0.0013,5000,TS3
3,Nguyễn Văn Toản,Thành viên Ban kiểm soát,TV BKS,2023-02-02,0.0009,3600,TS3
1,Trương Xuân Thành,Phó Giám đốc/Thành viên Hội đồng Quản trị,Phó GĐ/TV HĐQT,2022-01-07,0.0,0,TS3
2,Nguyễn Văn Toàn,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2022-08-10,0.0,0,TS3
3,ĐẶNG VĂN VIỆT,Tổng Giám đốc/Phó Chủ tịch Hội đồng Quản trị,TGĐ/Phó Chủ tịch HĐQT,2025-02-17,0.0536,589546,TRT
9,Dương Thị Quyên,Kế toán trưởng,Kế toán trưởng,2025-02-17,0.0016,18000,TRT
4,ĐỒNG TUẤN VŨ,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-17,0.0,0,TRT
1,Nguyễn Minh Đức,Thành viên Hội đồng Quản trị,TV HĐQT,2023-10-11,0.0,0,TRT
6,Nguyễn Minh Giáp,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,TRT
7,Nguyễn Thị Hiền,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,TRT
8,Nguyễn Thị Nhàn,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-17,0.0,0,TRT
5,Đỗ Tô Hiệu,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-17,0.0,0,TRT
2,Nguyễn Đức Vinh Nam,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2025-02-06,0.0,0,TRT
7,Đỗ Văn Mười,Giám đốc Tài chính/Chủ tịch Hội đồng Quản trị,GĐ Tài chính/Chủ tịch HĐQT,2025-03-18,0.16940001,1108818,TRS
5,Trần Việt Huy,Giám đốc điều hành/Thành viên Hội đồng Quản trị,GĐ Điều hành/TV HĐQT,2025-02-17,0.16940001,1108846,TRS
2,Bùi Khắc Chung,Trưởng Ban kiểm soát,Trưởng BKS,2023-05-25,0.0221,100561,TRS
6,Hồ Trọng Bình,Thành viên Ban kiểm soát/Giám đốc,TV BKS/GĐ,2025-02-17,0.0154,61087,TRS
3,Nguyễn Văn Hà,Giám đốc,GĐ,2024-07-26,0.0023,5000,TRS
1,Phạm Ngọc Khuê,Thành viên Ban kiểm soát,TV BKS,2023-05-25,0.0019,8872,TRS
4,Nguyễn Văn Quý,Tổng Giám đốc,TGĐ,2025-02-17,0.0,0,TRS
4,Lê Văn Chành,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2024-07-02,9e-05,2600,TRC
3,Trương Văn Minh,Phó Tổng Giám đốc Đầu tư/Thành viên Hội đồng Quản trị,Phó TGĐ Đầu tư/TV HĐQT,2024-03-04,7e-05,2200,TRC
1,Đỗ Thị Thanh Vân,Trưởng Ban kiểm soát,Trưởng BKS,2015-09-14,4.5e-05,1300,TRC
7,Võ Trần Minh Đăng,Thành viên Hội đồng Quản trị độc lập,Thành viên HĐQT độc lập,2025-02-06,3e-05,1000,TRC
6,Nguyễn Thái Bình,Thành viên Hội đồng Quản trị/Người phụ trách quản trị công ty,TV HĐQT/Người phụ trách quản trị công ty,2025-02-06,2e-05,700,TRC
5,Phạm Thanh Hòa,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2024-12-05,0.0,0,TRC
2,Bùi Thanh Tâm,Thành viên Ban kiểm soát,TV BKS,2022-09-23,0.0,0,TRC
8,Khúc Thị Mỹ Trinh,Thành viên Ban kiểm soát,TV BKS,2025-02-06,0.0,0,TRC
9,Trần Thị Tố Anh,Kế toán trưởng,Kế toán trưởng,2025-02-06,0.0,0,TRC
10,Đặng Thị Bông,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-02-06,0.0,0,TRC
11,Nguyễn Hồng Thái,Phó Tổng Giám đốc,Phó TGĐ,2025-02-10,0.0,0,TRC
7,Trần Túc Mã,Thành viên Hội đồng Quản trị/Tổng Giám đốc,TV HĐQT/TGĐ,2025-02-05,0.0416,1724456,TRA
6,Nguyễn Huy Văn,Phó Tổng Giám đốc,Phó TGĐ,2024-08-13,0.010559,437673,TRA
2,Nông Hữu Đức,Giám đốc Chi nhánh,GĐ chi nhánh,2015-09-14,0.00483279,119241,TRA
1,Nguyễn Thị Lan,Phó Tổng Giám đốc,Phó TGĐ,2015-09-14,0.0018,73460,TRA
8,Đào Thúy Hà,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-05,0.00176,72990,TRA
13,Đinh Trung Kiên,Kế toán trưởng,Kế toán trưởng,2025-02-05,0.0013,55386,TRA
16,Nguyễn Văn Bùi,Phó Tổng Giám đốc,Phó TGĐ,2025-02-05,0.0002,6667,TRA
5,Kwon Ki Bum,Thành viên Ban kiểm soát,TV BKS,2023-07-20,0.0,0,TRA
9,Chung Ji Kwang,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-05,0.0,0,TRA
10,Kim Dong Hyu,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2025-02-05,0.0,0,TRA
11,Nguyễn Thị Lương Thanh,Thành viên Ban kiểm soát,TV BKS,2025-02-05,0.0,0,TRA
12,Nguyễn Thanh Hoa,Thành viên Ban kiểm soát,TV BKS,2025-02-05,0.0,0,TRA
4,Lại  Trần Đông,Thành viên Hội đồng Quản trị,TV HĐQT,2021-04-02,0.0,0,TRA
14,Phạm Thái Sơn,Phụ trách Công bố thông tin/Người phụ trách quản trị công ty,Phụ trách CBTT/Người phụ trách quản trị công ty,2025-02-05,0.0,0,TRA
15,Lee Tae Yon,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-05,0.0,0,TRA
3,Nguyễn Anh Tuấn,Phó Chủ tịch Hội đồng Quản trị,Phó Chủ tịch HĐQT,2016-04-13,0.0,0,TRA
5,Đỗ Thị Bích Thủy,Phó Tổng Giám đốc/Chủ tịch Hội đồng Quản trị,Phó TGĐ/Chủ tịch HĐQT,2025-02-18,0.20299999,932484,TR1
6,Đỗ Minh Tuấn,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2025-02-18,0.16159999,742076,TR1
7,Đỗ Thị Thu Trang,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-18,0.0833,382667,TR1
8,Đỗ Thị Thuỳ Dương,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-18,0.056,257034,TR1
10,Vũ Thị Kiều Loan,Thành viên Ban kiểm soát,TV BKS,2025-02-18,0.0113,52101,TR1
9,Lương Quang Khoản,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-18,0.0097,44636,TR1
1,Trần Đức Thành,Phó Tổng Giám đốc,Phó TGĐ,2020-08-19,0.0072,32903,TR1
3,Nguyễn Thị Nga,Kế toán trưởng,Kế toán trưởng,2022-09-05,0.0069,31475,TR1
11,Nguyễn Thị Giang,Trưởng Ban kiểm soát,Trưởng BKS,2025-02-18,0.0036,16670,TR1
12,Nguyễn Quốc Văn,Thành viên Ban kiểm soát,TV BKS,2025-02-18,0.0031,14443,TR1
4,Lương Đăng Khoa,Phó Phòng,Phó Phòng,2024-04-10,0.0027,12527,TR1
2,Lương Quang Khoản,Thành viên Hội đồng Quản trị,TV HĐQT,2021-05-17,0.0,0,TR1
10,Hoàng Quang Huy,Thành viên Hội đồng Quản trị,TV HĐQT,2025-01-23,0.0911655,814400,TQW
1,Nông Thị Song Vân,Thành viên Hội đồng Quản trị,TV HĐQT,2023-04-25,0.0059,53000,TQW
5,Lê Văn Hoành,Giám đốc/Thành viên Hội đồng Quản trị,GĐ/TV HĐQT,2025-01-23,0.0053172,47500,TQW
7,Trần Thị Khánh,Kế toán trưởng/Thành viên Hội đồng Quản trị,Kế toán trưởng/TV HĐQT,2025-01-23,0.0051829,46300,TQW
9,Lê Văn Hải,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-01-23,0.0044777,40000,TQW
2,Phạm Thị Thắng,Trưởng Ban kiểm soát,Trưởng BKS,2023-04-25,0.0008,7400,TQW
6,Đinh Tiến Dũng,Phó Giám đốc,Phó GĐ,2025-01-23,0.0007388,6600,TQW
4,Trịnh Thị Phương,Thành viên Ban kiểm soát,TV BKS,2023-04-25,0.0004,3800,TQW
3,Vũ Mạnh Cường,Thành viên Ban kiểm soát,TV BKS,2023-04-25,0.0003,2700,TQW
8,Nguyễn Quang Huy,Phụ trách Công bố thông tin,Phụ trách CBTT,2025-01-23,0.0002463,2200,TQW
2,Dương Văn Thơm,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-13,0.21981511,791330,TQN
3,Trần Việt Hùng,Phó Tổng Giám đốc/Thành viên Hội đồng Quản trị,Phó TGĐ/TV HĐQT,2025-02-13,0.144365,519711,TQN
4,Dương Trọng Hiếu,Tổng Giám đốc,TGĐ,2025-02-13,0.0190582,68609,TQN
5,Trần Văn Sơn,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-13,0.0161801,58248,TQN
6,Tạ Ngọc Vượng,Thành viên Ban kiểm soát,TV BKS,2025-02-13,0.0122001,43920,TQN
7,Nguyễn Mạnh Khiêm,Thành viên Ban kiểm soát,TV BKS,2025-02-13,0.0121231,43643,TQN
1,Nguyễn Xuân Tú,Trưởng Ban kiểm soát,Trưởng BKS,2017-02-07,0.0074,26496,TQN
8,Nguyễn Thị Châm,Kế toán trưởng,Kế toán trưởng,2025-02-13,0.0,0,TQN
4,Ngô Quang Trung,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,2025-02-17,0.107727,538635,TPS
5,Lê Thúy Hằng,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-17,0.0008124,4062,TPS
3,Tạ Chương Chín,Phụ trách Công bố thông tin,Phụ trách CBTT,2024-03-22,0.0,0,TPS
6,Nguyễn Xuân Điền,Thành viên Hội đồng Quản trị,TV HĐQT,2025-02-17,0.0,0,TPS
7,Trần  Hiếu,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,2025-02-17,0.0,0,TPS
8,Nguyễn Vũ Anh Thư,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,TPS
9,Bùi Thanh Tâm,Kế toán trưởng,Kế toán trưởng,2025-02-17,0.0,0,TPS
1,Lê Thị Thanh Thuận,Trưởng Ban kiểm soát,Trưởng BKS,2023-12-13,0.0,0,TPS
10,Võ Văn Đức,Thành viên Ban kiểm soát,TV BKS,2025-02-17,0.0,0,TPS
2,Phan Thị Trang,Thành viên Hội đồng Quản trị,TV HĐQT,2023-12-13,0.0,0,TPS
2,ĐÀO MINH TUẤN,Thành viên Hội đồng Quản trị,TV HĐQT,2023-07-21,0.0142,636933,TPP
6,Ngô Đức Trung,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,2025-02-12,0.0124203,558915,TPP
4,Nguyễn Thị Huyền,Thành viên Hội đồng Quản trị/Trưởng Ban Kiểm toán nội bộ ,TV HĐQT/Trưởng BKT nội bộ ,2025-01-07,0.0,0,TPP
5,Vũ Quốc Toàn,Phó Tổng Giám đốc Điều hành,Phó TGĐ Điều hành,2025-01-07,0.0,0,TPP
